,Начальные запасы воды в ОТЧ.РЕГ.                                                       тыс.ст.м3,Ср. насыщенность нефти,Ср. давление в резервуаре [wpv]                                                         бар абс.,Ошибка материального баланса для компонента WATER                                             кг,Ср. давление в резервуаре [whc]                                                         бар абс.,Текущие запасы воды в ОТЧ.РЕГ.                                                         тыс.ст.м3,Текущая масса компонента WATER                                                            млн.кг,MBERRCTRL,Текущие подвижные запасы воды в ОТЧ.РЕГ.                                               тыс.ст.м3,Закачка компонента WATER                                                                      кг,Начальные запасы летучей нефти в ОТЧ.РЕГ.                                                  ст.м3,Объём воды (пл.усл.)                                                                тыс.пласт.м3,Поровый объём при P(ref)                                                            тыс.пласт.м3,TOLVARNEWT,Характеристики,Ср. насыщенность воды,Поровый объём (пл.усл.)                                                             тыс.пласт.м3,MBERRLIM,Закачка компонента OIL                                                                        кг,MINNEWTIT,Начальные подвижные запасы воды в ОТЧ.РЕГ.                                             тыс.ст.м3,Текущие запасы летучей нефти в ОТЧ.РЕГ.                                                    ст.м3,Поток компонента через границу региона OIL                                                    кг,Начальная масса компонента WATER                                                          млн.кг,Добыча компонента OIL                                                                         кг,TOLLIN,Коэффициент извлечения нефти (КИН)                                                             %,CHECKP,Ошибка материального баланса для компонента OIL                                               кг,no.,Поток компонента через границу региона WATER                                                  кг,Добыча компонента WATER                                                                       кг
682,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,682,0.00,0.00
683,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,683,0.00,0.00
684,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,684,0.00,0.00
685,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,685,0.00,0.00
686,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,686,0.00,0.00
687,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,687,0.00,0.00
688,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,688,0.00,0.00
689,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,689,0.00,0.00
690,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,690,0.00,0.00
691,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,691,0.00,0.00
692,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,692,0.00,0.00
693,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,693,0.00,0.00
694,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,694,0.00,0.00
695,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,695,0.00,0.00
696,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,696,0.00,0.00
697,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,697,0.00,0.00
698,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,698,0.00,0.00
699,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,699,0.00,0.00
700,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,700,0.00,0.00
701,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,701,0.00,0.00
702,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,702,0.00,0.00
703,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,703,0.00,0.00
704,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,704,0.00,0.00
705,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,705,0.00,0.00
706,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,706,0.00,0.00
707,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,707,0.00,0.00
708,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,708,0.00,0.00
709,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,709,0.00,0.00
710,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,710,0.00,0.00
711,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,711,0.00,0.00
712,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,712,0.00,0.00
713,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,713,0.00,0.00
714,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,714,0.00,0.00
715,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,715,0.00,0.00
716,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,716,0.00,0.00
